building,name,addr:housenumber,addr:street,height,geometry,city
yes,,930,West 1st Street,,"POLYGON ((-123.100433 49.31911, -123.100001 49.319107, -123.100009 49.318657, -123.099607 49.318654, -123.099599 49.319088, -123.099387 49.319084, -123.099387 49.319123, -123.099313 49.319121, -123.09931 49.319095, -123.099168 49.319094, -123.09917 49.318821, -123.099192 49.31882, -123.099197 49.318683, -123.099173 49.318682, -123.099178 49.318477, -123.099192 49.318479, -123.099198 49.31845, -123.099223 49.318431, -123.09925 49.318419, -123.099288 49.318418, -123.099289 49.318408, -123.099496 49.318409, -123.099498 49.318427, -123.099707 49.318428, -123.099708 49.318412, -123.099915 49.318416, -123.099913 49.318433, -123.100129 49.318432, -123.10013 49.31842, -123.100338 49.318422, -123.100338 49.318429, -123.100372 49.318431, -123.100407 49.318447, -123.10043 49.318468, -123.100429 49.318491, -123.10045 49.318492, -123.100445 49.318693, -123.100419 49.318694, -123.100414 49.318834, -123.100442 49.318835, -123.100433 49.31911))","City of North Vancouver, British Columbia, Canada"
retail,,801,Marine Drive,,"POLYGON ((-123.09489 49.320529, -123.094897 49.320291, -123.095612 49.3203, -123.095878 49.32048, -123.095866 49.321029, -123.095824 49.321028, -123.095822 49.321095, -123.095837 49.321095, -123.095836 49.321181, -123.095687 49.32118, -123.095687 49.32116, -123.095541 49.32116, -123.09555 49.320664, -123.09536 49.320536, -123.09489 49.320529))","City of North Vancouver, British Columbia, Canada"
yes,Capilano Audi,813,Automall Drive,,"POLYGON ((-123.098711 49.31638, -123.098716 49.316132, -123.098296 49.316128, -123.098291 49.316376, -123.098711 49.31638))","City of North Vancouver, British Columbia, Canada"
yes,,967,West 1st Street,,"POLYGON ((-123.102051 49.317973, -123.102063 49.317554, -123.101178 49.317542, -123.101167 49.317909, -123.101603 49.317915, -123.101601 49.317968, -123.102051 49.317973))","City of North Vancouver, British Columbia, Canada"
yes,,945,West 1st Street,,"POLYGON ((-123.101072 49.317803, -123.101072 49.3174, -123.09996 49.3174, -123.09996 49.317943, -123.100286 49.317943, -123.100286 49.317826, -123.100364 49.317826, -123.100364 49.317585, -123.100527 49.317585, -123.100527 49.3179, -123.1007 49.3179, -123.1007 49.317579, -123.100857 49.317579, -123.100857 49.317803, -123.101072 49.317803))","City of North Vancouver, British Columbia, Canada"
yes,Rona,915,West 1st Street,,"POLYGON ((-123.099801 49.317742, -123.099805 49.317429, -123.099668 49.317428, -123.098401 49.317422, -123.098397 49.317784, -123.09877 49.317786, -123.098832 49.317787, -123.099324 49.317789, -123.099325 49.31774, -123.099657 49.317742, -123.099801 49.317742))","City of North Vancouver, British Columbia, Canada"
yes,,839,West 1st Street,,"POLYGON ((-123.096958 49.317889, -123.096959 49.317695, -123.0969 49.317695, -123.096901 49.31747, -123.096996 49.31747, -123.096997 49.317398, -123.096425 49.317396, -123.096422 49.317888, -123.096958 49.317889))","City of North Vancouver, British Columbia, Canada"
yes,,801,West 1st Street,,"POLYGON ((-123.095425 49.317338, -123.095026 49.317335, -123.095018 49.317816, -123.095417 49.31782, -123.095425 49.317338))","City of North Vancouver, British Columbia, Canada"
yes,,817,West 1st Street,,"POLYGON ((-123.095756 49.317348, -123.09615 49.317353, -123.096136 49.317848, -123.095741 49.317844, -123.095756 49.317348))","City of North Vancouver, British Columbia, Canada"
yes,,160,Hanes Avenue,,"POLYGON ((-123.098712 49.31898, -123.098715 49.318654, -123.098008 49.318651, -123.098003 49.319146, -123.098054 49.319146, -123.098052 49.3194, -123.098386 49.319401, -123.09839 49.318979, -123.098712 49.31898))","City of North Vancouver, British Columbia, Canada"
yes,Griffin Centre,901,West 3rd Street,,"POLYGON ((-123.098605 49.319458, -123.098296 49.319452, -123.098296 49.319676, -123.098142 49.31967, -123.098125 49.319771, -123.098022 49.319771, -123.098022 49.319956, -123.098502 49.319956, -123.098545 49.319978, -123.09864 49.319973, -123.098682 49.319928, -123.09864 49.319894, -123.098674 49.319894, -123.098674 49.319642, -123.098605 49.319637, -123.098605 49.319458))","City of North Vancouver, British Columbia, Canada"
yes,,860,West 1st Street,,"POLYGON ((-123.097764 49.318725, -123.09776 49.318229, -123.097504 49.31823, -123.097229 49.318231, -123.09723 49.31836, -123.097039 49.31836, -123.097043 49.318728, -123.097764 49.318725))","City of North Vancouver, British Columbia, Canada"
yes,,831,West 3rd Street,,"POLYGON ((-123.096703 49.319982, -123.096708 49.319776, -123.095756 49.319766, -123.095751 49.319972, -123.096703 49.319982))","City of North Vancouver, British Columbia, Canada"
yes,,275,Fell Avenue,,"POLYGON ((-123.095625 49.319896, -123.095628 49.319718, -123.095462 49.319598, -123.095466 49.319385, -123.095038 49.319382, -123.09503 49.319892, -123.095625 49.319896))","City of North Vancouver, British Columbia, Canada"
yes,,245,Fell Avenue,,"POLYGON ((-123.095599 49.319255, -123.095076 49.319251, -123.095077 49.31919, -123.094924 49.319189, -123.094931 49.31883, -123.095614 49.318836, -123.095612 49.318957, -123.095532 49.318957, -123.095529 49.319105, -123.095601 49.319106, -123.095599 49.319255))","City of North Vancouver, British Columbia, Canada"
yes,,160,Donaghy Avenue,,"POLYGON ((-123.096526 49.318801, -123.096524 49.318881, -123.09652 49.319012, -123.096513 49.319241, -123.09651 49.319326, -123.096501 49.319603, -123.096009 49.319597, -123.096029 49.318942, -123.095921 49.31894, -123.095926 49.318794, -123.096526 49.318801))","City of North Vancouver, British Columbia, Canada"
yes,,100,Donaghy Avenue,,"POLYGON ((-123.096749 49.318744, -123.095848 49.318741, -123.095851 49.318317, -123.095923 49.318317, -123.095924 49.318219, -123.096708 49.318221, -123.096707 49.318391, -123.096751 49.318391, -123.096749 49.318744))","City of North Vancouver, British Columbia, Canada"
yes,,105,Fell Avenue,,"POLYGON ((-123.09544 49.318565, -123.095002 49.31856, -123.095011 49.318218, -123.095466 49.318229, -123.09544 49.318565))","City of North Vancouver, British Columbia, Canada"
yes,,205,Donaghy Avenue,,"POLYGON ((-123.097687 49.318839, -123.097682 49.319396, -123.097146 49.319394, -123.097151 49.318837, -123.097687 49.318839))","City of North Vancouver, British Columbia, Canada"
yes,,855,West 3rd Street,,"POLYGON ((-123.097795 49.319434, -123.097798 49.319637, -123.09771 49.319638, -123.097711 49.319761, -123.097773 49.31976, -123.097776 49.319969, -123.097343 49.319972, -123.09734 49.319749, -123.097198 49.31975, -123.097201 49.320001, -123.097092 49.320002, -123.097084 49.319438, -123.097795 49.319434))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.0557 49.30621, -123.056706 49.306072, -123.05667 49.305964, -123.055665 49.306102, -123.0557 49.30621))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.055292 49.304949, -123.05524 49.30495, -123.055235 49.304813, -123.055174 49.304814, -123.055177 49.304921, -123.055206 49.304921, -123.055207 49.304948, -123.054577 49.304956, -123.054584 49.305179, -123.054628 49.305178, -123.054628 49.305155, -123.055298 49.305147, -123.055292 49.304949))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.054592 49.306541, -123.054305 49.306586, -123.054365 49.306747, -123.054651 49.306701, -123.054592 49.306541))","City of North Vancouver, British Columbia, Canada"
yes,,730,Marine Drive,,"POLYGON ((-123.093617 49.320971, -123.093464 49.320972, -123.093463 49.320921, -123.093 49.320924, -123.092997 49.320731, -123.092707 49.320733, -123.092713 49.321134, -123.093619 49.321129, -123.093617 49.320971))","City of North Vancouver, British Columbia, Canada"
yes,,201,Bewicke Avenue,,"POLYGON ((-123.091733 49.319142, -123.091723 49.31935, -123.091976 49.319355, -123.091972 49.319452, -123.092033 49.319453, -123.092048 49.319148, -123.091733 49.319142))","City of North Vancouver, British Columbia, Canada"
industrial,,110,Fell Avenue,,"POLYGON ((-123.094516 49.318509, -123.094345 49.318508, -123.094347 49.318391, -123.094276 49.318391, -123.094277 49.318324, -123.094162 49.318324, -123.094164 49.318152, -123.094599 49.318149, -123.094599 49.31824, -123.09452 49.318245, -123.094516 49.318509))","City of North Vancouver, British Columbia, Canada"
industrial,,140,Fell Avenue,,"POLYGON ((-123.094455 49.318612, -123.094078 49.318617, -123.094087 49.318891, -123.094464 49.318886, -123.094455 49.318612))","City of North Vancouver, British Columbia, Canada"
yes,,212,Fell Avenue,,"POLYGON ((-123.094417 49.319218, -123.094194 49.319218, -123.094176 49.319302, -123.094322 49.319504, -123.094417 49.319504, -123.094417 49.319218))","City of North Vancouver, British Columbia, Canada"
apartments,,1633,,,"POLYGON ((-123.101372 49.323809, -123.10122 49.324513, -123.101272 49.324518, -123.101268 49.324544, -123.10135 49.324551, -123.101348 49.324559, -123.101502 49.324571, -123.101505 49.324563, -123.101666 49.324576, -123.101679 49.32452, -123.101612 49.32451, -123.101643 49.324381, -123.102151 49.324435, -123.102154 49.324396, -123.102174 49.324397, -123.10222 49.324221, -123.102196 49.324218, -123.1022 49.324186, -123.101963 49.324186, -123.101963 49.324006, -123.101792 49.323906, -123.101746 49.323902, -123.101748 49.323884, -123.101706 49.323878, -123.101711 49.323854, -123.101546 49.323835, -123.10155 49.323804, -123.101418 49.323788, -123.10141 49.323814, -123.101372 49.323809))","City of North Vancouver, British Columbia, Canada"
yes,,2601,,,"POLYGON ((-123.090972 49.332554, -123.090379 49.332548, -123.090379 49.332958, -123.090379 49.332987, -123.090379 49.333026, -123.090379 49.333175, -123.08971 49.333164, -123.089709 49.333217, -123.08971 49.333365, -123.090723 49.333371, -123.090723 49.333041, -123.090946 49.333041, -123.090972 49.332554))","City of North Vancouver, British Columbia, Canada"
retail,,,,,"POLYGON ((-123.089586 49.333136, -123.089174 49.333125, -123.089002 49.333231, -123.089182 49.33336, -123.089577 49.33336, -123.089586 49.333136))","City of North Vancouver, British Columbia, Canada"
yes,,265,,,"POLYGON ((-123.086589 49.312238, -123.086347 49.312408, -123.086034 49.312628, -123.086008 49.312613, -123.085977 49.312596, -123.085976 49.312569, -123.085945 49.312547, -123.085902 49.31255, -123.085886 49.312577, -123.085894 49.312598, -123.085742 49.312709, -123.085699 49.312741, -123.085827 49.312819, -123.085887 49.312779, -123.086198 49.312973, -123.086226 49.312954, -123.086308 49.313003, -123.086429 49.312916, -123.086303 49.31284, -123.08699 49.312359, -123.087007 49.312314, -123.086981 49.312264, -123.086887 49.312247, -123.086801 49.312258, -123.086784 49.312275, -123.086683 49.312216, -123.086621 49.312258, -123.086589 49.312238))","City of North Vancouver, British Columbia, Canada"
yes,,221,West Esplanade,,"POLYGON ((-123.084087 49.312323, -123.083986 49.312275, -123.083967 49.312203, -123.083502 49.31201, -123.083224 49.312046, -123.083097 49.312174, -123.083126 49.312188, -123.08306 49.312256, -123.083105 49.3124, -123.08353 49.312588, -123.083552 49.312568, -123.083692 49.31255, -123.083784 49.312587, -123.083936 49.312569, -123.084107 49.312394, -123.084087 49.312323))","City of North Vancouver, British Columbia, Canada"
apartments,168 Chadwick,168,Chadwick Court,,"POLYGON ((-123.082644 49.311249, -123.083025 49.31142, -123.083232 49.311513, -123.083771 49.311002, -123.083325 49.310802, -123.083282 49.310843, -123.083139 49.310779, -123.082644 49.311249))","City of North Vancouver, British Columbia, Canada"
yes,,671,Marine Drive,,"POLYGON ((-123.090977 49.319205, -123.090972 49.319223, -123.0909 49.319218, -123.090902 49.319279, -123.090892 49.319497, -123.091012 49.319509, -123.091018 49.319492, -123.091129 49.319502, -123.091154 49.319406, -123.091053 49.319387, -123.091059 49.319372, -123.09109 49.319374, -123.091119 49.319283, -123.091207 49.319288, -123.091281 49.319292, -123.091289 49.31925, -123.091133 49.319242, -123.091134 49.319223, -123.090977 49.319205))","City of North Vancouver, British Columbia, Canada"
yes,,104,Lonsdale Avenue,,"POLYGON ((-123.079535 49.311264, -123.079134 49.311656, -123.079153 49.311666, -123.079364 49.311756, -123.07956 49.311842, -123.079961 49.31145, -123.079668 49.311323, -123.079691 49.3113, -123.079591 49.311256, -123.079535 49.311264))","City of North Vancouver, British Columbia, Canada"
construction,,300,Mahon Avenue,,"POLYGON ((-123.085763 49.314061, -123.085587 49.313979, -123.085424 49.314136, -123.085762 49.314283, -123.085763 49.314061))","City of North Vancouver, British Columbia, Canada"
yes,,326,West 1st Street,,"POLYGON ((-123.085388 49.31499, -123.085216 49.315164, -123.085257 49.315186, -123.085269 49.315171, -123.085374 49.315216, -123.085351 49.315236, -123.085468 49.315297, -123.085653 49.315376, -123.085679 49.315348, -123.085676 49.31512, -123.085388 49.31499))","City of North Vancouver, British Columbia, Canada"
yes,,307,West 2nd Street,,"POLYGON ((-123.085045 49.315299, -123.084564 49.315075, -123.084332 49.315282, -123.084478 49.315349, -123.084521 49.315304, -123.084787 49.315428, -123.084762 49.315467, -123.084865 49.315517, -123.085045 49.315299))","City of North Vancouver, British Columbia, Canada"
yes,,224,West Esplanade Street,,"POLYGON ((-123.083137 49.312829, -123.08301 49.31295, -123.083202 49.313035, -123.083102 49.313132, -123.083655 49.313377, -123.083882 49.313159, -123.083137 49.312829))","City of North Vancouver, British Columbia, Canada"
yes,,230,East 16th Street,,"POLYGON ((-123.068447 49.323374, -123.068449 49.32319, -123.067329 49.323185, -123.067323 49.323217, -123.067376 49.323221, -123.067376 49.323369, -123.068447 49.323374))","City of North Vancouver, British Columbia, Canada"
yes,,260,East 16th Street,,"POLYGON ((-123.067283 49.323376, -123.066505 49.323365, -123.066503 49.323323, -123.066367 49.323323, -123.066376 49.32317, -123.067275 49.323182, -123.067283 49.323376))","City of North Vancouver, British Columbia, Canada"
yes,,145,West 18th Street,,"POLYGON ((-123.074582 49.325049, -123.074592 49.324793, -123.074025 49.324784, -123.074016 49.32504, -123.07421 49.325042, -123.074214 49.324951, -123.074394 49.324954, -123.074391 49.325046, -123.074582 49.325049))","City of North Vancouver, British Columbia, Canada"
yes,London Drugs,2032,Lonsdale Avenue,,"POLYGON ((-123.07166 49.327969, -123.071672 49.327451, -123.071095 49.32745, -123.071092 49.327567, -123.070981 49.327561, -123.070963 49.327954, -123.07166 49.327969))","City of North Vancouver, British Columbia, Canada"
yes,,1916,Lonsdale Avenue,,"POLYGON ((-123.071777 49.327148, -123.071454 49.327145, -123.071456 49.327055, -123.07152 49.327055, -123.071529 49.326637, -123.071597 49.326638, -123.071599 49.326571, -123.071731 49.326573, -123.07176 49.326592, -123.071758 49.326647, -123.071788 49.326648, -123.071777 49.327148))","City of North Vancouver, British Columbia, Canada"
yes,,1902,Lonsdale Avenue,,"POLYGON ((-123.072029 49.326543, -123.071593 49.326539, -123.071595 49.326406, -123.07153 49.326405, -123.071536 49.326339, -123.071582 49.326338, -123.071584 49.326323, -123.071815 49.326323, -123.071815 49.326337, -123.072032 49.32634, -123.072029 49.326543))","City of North Vancouver, British Columbia, Canada"
yes,,260,East 12th Street,,"POLYGON ((-123.067715 49.319239, -123.067423 49.319235, -123.067391 49.319215, -123.066656 49.319209, -123.06663 49.319224, -123.066338 49.319225, -123.066344 49.319041, -123.066612 49.319048, -123.066647 49.319028, -123.06743 49.319032, -123.06746 49.319054, -123.067712 49.319057, -123.067715 49.319239))","City of North Vancouver, British Columbia, Canada"
apartments,,150,East 11th Street,,"POLYGON ((-123.070615 49.317763, -123.0702 49.317759, -123.070221 49.317145, -123.070631 49.317141, -123.070615 49.317763))","City of North Vancouver, British Columbia, Canada"
apartments,,141,East 6th Street,,"POLYGON ((-123.073617 49.314999, -123.073001 49.31474, -123.072758 49.314985, -123.072893 49.315041, -123.072955 49.314978, -123.073305 49.315125, -123.073233 49.315198, -123.073365 49.315253, -123.073617 49.314999))","City of North Vancouver, British Columbia, Canada"
yes,,170,East 4th Street,,"POLYGON ((-123.07381 49.313308, -123.073772 49.313285, -123.073752 49.313296, -123.073654 49.313252, -123.073664 49.313241, -123.073571 49.313205, -123.07356 49.313214, -123.073464 49.313169, -123.07347 49.313157, -123.073384 49.313122, -123.073368 49.313128, -123.073274 49.313084, -123.073279 49.313071, -123.07324 49.313056, -123.07316 49.31313, -123.073145 49.313122, -123.073117 49.313152, -123.073128 49.31316, -123.07302 49.313262, -123.073009 49.313257, -123.072974 49.313289, -123.073162 49.313369, -123.073192 49.313338, -123.073177 49.313329, -123.073228 49.31328, -123.073333 49.313329, -123.073345 49.313321, -123.073419 49.313354, -123.073422 49.313366, -123.073506 49.313399, -123.073447 49.313454, -123.073429 49.313445, -123.073402 49.313472, -123.07359 49.313551, -123.07362 49.313522, -123.073607 49.313516, -123.07371 49.313411, -123.07372 49.313418, -123.073748 49.31339, -123.073737 49.313384, -123.07381 49.313308))","City of North Vancouver, British Columbia, Canada"
yes,,145,East 2nd Street,,"POLYGON ((-123.075606 49.311286, -123.075533 49.31125, -123.075551 49.311232, -123.075383 49.311162, -123.075365 49.311178, -123.075291 49.311147, -123.07514 49.31129, -123.075214 49.311322, -123.075203 49.311335, -123.075363 49.311411, -123.075376 49.311399, -123.075455 49.311434, -123.075606 49.311286))","City of North Vancouver, British Columbia, Canada"
silo,,,,,"POLYGON ((-123.068869 49.305135, -123.068878 49.305023, -123.067182 49.305106, -123.067014 49.305004, -123.066231 49.305042, -123.065976 49.305064, -123.065975 49.305076, -123.065815 49.305032, -123.06526 49.305069, -123.065286 49.305258, -123.065838 49.305224, -123.067014 49.305197, -123.067117 49.305218, -123.067159 49.305245, -123.068869 49.305135))","City of North Vancouver, British Columbia, Canada"
yes,,711,West 14th Street,,"POLYGON ((-123.092599 49.320801, -123.0926 49.320727, -123.092568 49.320725, -123.092558 49.320731, -123.09204 49.320723, -123.092038 49.320809, -123.092027 49.32081, -123.092027 49.32089, -123.091996 49.320889, -123.091991 49.321044, -123.092299 49.321048, -123.092459 49.321053, -123.092458 49.321032, -123.09247 49.321027, -123.092473 49.320801, -123.092599 49.320801))","City of North Vancouver, British Columbia, Canada"
yes,,339,Bewicke Avenue,,"POLYGON ((-123.091761 49.320713, -123.091572 49.320712, -123.091568 49.32104, -123.091758 49.321041, -123.091759 49.321007, -123.091782 49.321008, -123.091785 49.320749, -123.091761 49.320749, -123.091761 49.320713))","City of North Vancouver, British Columbia, Canada"
apartments,,700,Marine Drive,,"POLYGON ((-123.091856 49.320421, -123.091857 49.320389, -123.091769 49.320388, -123.091768 49.320435, -123.091581 49.320434, -123.09158 49.320464, -123.091553 49.320464, -123.091553 49.32048, -123.091495 49.32048, -123.091494 49.320557, -123.091939 49.32056, -123.09194 49.320545, -123.092033 49.320546, -123.092035 49.320444, -123.092003 49.320444, -123.092004 49.320422, -123.091856 49.320421))","City of North Vancouver, British Columbia, Canada"
